"","app","category","reviews","installs","type_bin","grupo_edades","genre","size_num_imp","rating_imp","android_ver_imp","ano_act"
"863","2048 BTS J Hope KPop Puzzle Game","FAMILY",17,1000,"0","4+","Puzzle",2400,4.7,2.3,"2017"
"864","J. Cole Albums (2007-2017)","FAMILY",7,1000,"0","17+","Entertainment",7300,4.6,4,"2018"
"865","KIM KARDASHIAN: HOLLYWOOD","GAME",6673.4316,396371.74,"0","12+","Adventure",34000,4.3,4,"2018"
"866","Sight Words Pre-K to Grade-3","FAMILY",1185,100000,"0","4+","Educational",40000,4.4,4.1,"2018"
"867","Zapzapmath: K-6 Math Games","FAMILY",1065,100000,"0","4+","Educational",41465.92,4.3,4.1,"2018"
"868","K.MOJI","FAMILY",16,500,"1","4+","Entertainment",8900,4.8,4.2,"2017"
"869","Preschool All-In-One","FAMILY",6673.4316,396371.74,"0","4+","Casual",41465.92,4.1,4,"2018"
"870","OST)","FAMILY",4444,396371.74,"0","4+","Entertainment",10000,3.7,4.1,"2018"
"871","Kpop Music Quiz (K-pop Game)","FAMILY",6418,100000,"0","4+","Casual",41465.92,4.2,4.1,"2017"
"872","Radio K - KUOM","FAMILY",39,1000,"0","4+","Entertainment",7400,4.5,4.1,"2018"
"873","Math Games for Pre-K - Grade 4","FAMILY",28,1000,"1","4+","Education",23000,4.6,2.2,"2014"
"874","Fuzzy Numbers: Pre-K Number Foundation","FAMILY",21,1000,"1","4+","Education",41465.92,4.7,4.1,"2017"
"875","Speech Therapy: K","FAMILY",2,1000,"0","4+","Education",15000,3.5,2.3,"2016"
"876","K-Otic Universe","FAMILY",55,1000,"0","4+","Puzzle",40000,4.9,4.1,"2018"
"877","Magic Tiles - TWICE Edition (K-Pop)","GAME",2351,100000,"0","4+","Music",41465.92,4.4,4,"2018"
"878","CASE K-12 Math English Science","FAMILY",60,10000,"0","4+","Education",2100,4.6,2.2,"2016"
"879","Mermaid Princess Pre K Games","FAMILY",18.9999999999998,5000,"0","4+","Educational",31000,4.6,4.1,"2018"
"880","K-Spapp, the K-Space app","FAMILY",39,1000,"0","4+","Education",3600,4.8,4,"2017"
"881","Math Quiz Free: Grades K,1,2,3","FAMILY",159,10000,"0","4+","Education",13000,4.3,4,"2015"
"882","Discovery K!ds Play! Español","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",35000,4.2,4,"2018"
"883","Magic Tiles - Blackpink Edition (K-Pop)","GAME",4304,100000,"0","4+","Music",41465.92,4.6,4,"2018"
"884","Anna.K Tarot","FAMILY",17,100,"1","17+","Entertainment",23000,4.8,4,"2017"
"885","K-pop Music","FAMILY",369,10000,"0","4+","Entertainment",3500,4,2.3,"2017"
"886","Daily K-Talk","FAMILY",264,10000,"0","4+","Education",41465.92,4.3,2.3,"2018"
"887","Korean Dungeon: K-Word 1000","GAME",703,10000,"0","9+","Word",40000,4.7,4.1,"2017"
"888","Talking Tom Gold Run","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.6,4.1,"2018"
"889","Lep's World 🍀","GAME",6673.4316,396371.74,"0","9+","Arcade",35000,4.3,4.1,"2018"
"890","Love Balls","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",40000,4.2,4.1,"2018"
"891","SpongeBob Diner Dash","FAMILY",6673.4316,396371.74,"0","4+","Casual",41465.92,4,2.3,"2013"
"892","Last Day on Earth: Survival","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.5,4.1,"2018"
"893","Tom Loves Angela","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",41465.92,4.1,4.1,"2018"
"894","EXO-L","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",865,4.6,2.2,"2017"
"895","Lie Detector","FAMILY",306,50000,"0","4+","Simulation",2900,3.1,4,"2017"
"896","My Teacher - Classroom Play","FAMILY",6673.4316,396371.74,"0","4+","Role Playing",41465.92,4,4.1,"2018"
"897","French to English Speaking - Apprendre l' Anglais","FAMILY",4251,396371.74,"0","4+","Education",13000,4.5,4,"2018"
"898","Ant Smasher by Best Cool & Fun Games","GAME",6673.4316,396371.74,"0","4+","Arcade",29000,4.2,4,"2018"
"899","Cheating Tom 3 - Genius School","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.3,4.1,"2018"
"900","Lie Detector Test Prank","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",6900,4.4,4.4,"2018"
"901","Xbox","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",41465.92,4.3,4.1,"2018"
"902","Je Parle ANGLAIS - Apprendre l’anglais Audio cours","FAMILY",499,100000,"0","4+","Education",27000,4.4,4,"2018"
"903","Minecraft","FAMILY",6673.4316,396371.74,"1","9+","Arcade",3800,4.5,2.3,"2018"
"904","MapleStory M","FAMILY",6673.4316,396371.74,"0","9+","Role Playing",41465.92,3.5,4.4,"2018"
"905","M3-X5-X6-M-İ3-İ8 RACİNG 2018","GAME",596,100000,"0","4+","Arcade",41465.92,4.4,4,"2017"
"906","M-acceleration 3D Car Racing","GAME",1202,100000,"0","4+","Racing",34000,3.9,4.1,"2018"
"907","Super Hero M Craft Run","GAME",303,100000,"0","4+","Arcade",38000,3.7,4,"2017"
"908","Don't Hug Me I'm So Scared","GAME",901,50000,"0","4+","Adventure",41465.92,3.5,2.3,"2018"
"909","Rope'n'Fly 4","GAME",6673.4316,396371.74,"0","4+","Action",41465.92,4.1,2.3,"2018"
"910","Dino in City-Dinosaur N Police","FAMILY",6673.4316,396371.74,"0","12+","Simulation",30000,3.7,4.1,"2018"
"911","Cops N Robbers - FPS Mini Game","GAME",6673.4316,396371.74,"0","9+","Action",41465.92,4.2,4.1,"2018"
"912","Cops N Robbers 2","GAME",6673.4316,396371.74,"0","9+","Adventure",41465.92,4.1,4.1,"2018"
"913","Hands 'n Guns Simulator","FAMILY",6673.4316,396371.74,"0","12+","Simulation",41465.92,3.9,4.1,"2018"
"914","Hide N Seek : Mini Game","GAME",4719,396371.74,"0","4+","Action",41465.92,3.8,4.1,"2018"
"915","Rope'n'Fly 3 - Dusk Till Dawn","GAME",6673.4316,396371.74,"0","9+","Arcade",23000,4,2.3,"2018"
"916","Drag'n'Boom","GAME",6673.4316,396371.74,"0","9+","Arcade",41465.92,4.8,4.4,"2018"
"917","Traps n' Gemstones","GAME",413,1000,"1","4+","Adventure",9100,4.5,4,"2017"
"918","Dual N-Back - Brain game","FAMILY",817,100000,"0","4+","Educational",28000,4.3,4.1,"2018"
"919","Guns'n'Glory Zombies Premium","FAMILY",313,5000,"1","9+","Strategy",34000,4.1,2.3,"2016"
"920","Cops N Robbers","GAME",6673.4316,396371.74,"0","12+","Adventure",41465.92,4,4.1,"2018"
"921","Guns'n'Glory Premium","FAMILY",3570,100000,"1","9+","Strategy",21000,4.4,2.3,"2017"
"922","Madagascar Surf n' Slides Free","FAMILY",6673.4316,396371.74,"0","4+","Educational",41465.92,3.8,4,"2017"
"923","Guns'n'Glory","FAMILY",6673.4316,396371.74,"0","9+","Strategy",22000,4.4,4,"2018"
"924","Ghosts'n Goblins MOBILE","GAME",466,10000,"1","4+","Arcade",28000,3.8,4.1,"2017"
"925","Mopar Drag N Brag","GAME",6673.4316,396371.74,"0","4+","Racing",17000,4.2,4.1,"2015"
"926","Read Unlimitedly! Kids'n Books","FAMILY",6673.4316,396371.74,"0","4+","Education",31000,3.8,2.3,"2018"
"927","Fantastic Chefs: Match 'n Cook","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.7,4,"2018"
"928","Guns'n'Glory Heroes Premium","FAMILY",923,10000,"1","4+","Strategy",16000,4.3,5,"2017"
"929","Draw N Guess Multiplayer","GAME",6673.4316,396371.74,"0","4+","Word",41465.92,3.9,4,"2018"
"930","Car Parking Crane N Drifting","FAMILY",106,50000,"0","4+","Simulation",41465.92,4.2,4,"2018"
"931","Lock 'n' Roll Pro - Ad Free","GAME",169,1000,"1","4+","Card",13000,4.6,2.3,"2015"
"932","Rock N' Cash Casino Slots -Free Vegas Slot Games","GAME",6187,100000,"0","12+","Casino",33000,4.7,4,"2018"
"933","Age of Conquest: N. America","FAMILY",659,10000,"1","4+","Strategy",3300,4.5,1.5,"2018"
"934","Guns'n'Glory WW2 Premium","FAMILY",4656,100000,"1","9+","Strategy",20000,4.5,4,"2017"
"935","Rock n Roll Music Quiz Game","GAME",80,10000,"0","4+","Trivia",7600,3.7,4.1,"2018"
"936","Cook 'n Learn Smart Kitchen","FAMILY",205,50000,"0","4+","Educational",41465.92,3.5,4.3,"2017"
"937","Jump'N'Shoot Attack","GAME",155,1000,"1","4+","Arcade",32000,4.1,4.1,"2018"
"938","Ghouls'n Ghosts MOBILE","GAME",168,5000,"1","9+","Arcade",41465.92,3.9,4.1,"2017"
"939","N-Back","FAMILY",413,10000,"0","4+","Puzzle",930,4.1,2.1,"2016"
"940","Oddworld: New 'n' Tasty","GAME",1475,10000,"1","12+","Action",34000,4.6,5,"2018"
"941","Knights N Squires","FAMILY",6673.4316,396371.74,"0","12+","Role Playing",41465.92,4.4,4,"2018"
"942","The Noise-O-Meter","FAMILY",1699,100000,"0","4+","Entertainment",41465.92,4,4.3,"2017"
"943","Stand O’Food® (Full)","FAMILY",925,10000,"1","4+","Casual",40000,4.4,2.3,"2014"
"944","Detect-O-Gromit (D.O.G 2)","FAMILY",45,10000,"1","4+","Entertainment",41465.92,3.8,5,"2018"
"945","Obbligo o Verità? PRO","GAME",4.00000000000023,100,"1","12+","Board",2900,4.1,3,"2018"
"946","Drink-O-Tron The Drinking Game","GAME",140,50000,"0","17+","Card",41465.92,4.1,4,"2017"
"947","O-Level Past Papers & Solution (up to 2017)","FAMILY",589,100000,"0","4+","Education",28000,3.8,4,"2018"
"948","The Maze Runner","GAME",6673.4316,396371.74,"0","4+","Action",22000,4,2.3,"2015"
"949","P Icon Pack","FAMILY",0,10,"1","4+","Entertainment",21000,4.5,4,"2018"
"950","The Q - Live Trivia Game Network","GAME",1486,100000,"0","4+","Trivia",14000,2.7,5,"2018"
"951","Q","FAMILY",6673.4316,396371.74,"0","4+","Puzzle",41465.92,4.2,4,"2018"
"952","Offroad Car Q","FAMILY",6673.4316,396371.74,"0","4+","Simulation",40000,4.1,2.3,"2016"
"953","Q*bert: Rebooted","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.3,4.4,"2017"
"954","Gun Shoot War Q","GAME",6673.4316,396371.74,"0","12+","Arcade",20000,4.2,2.3,"2017"
"955","FaceQ","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",19000,4.4,3,"2017"
"956","Q downloader : download your social media videos","FAMILY",41.0000000000002,1000,"0","4+","Entertainment",4500,4.1,4,"2018"
"957","Q Avatar Pro","FAMILY",4.00000000000023,100,"1","12+","Entertainment",3600,4.8,2.3,"2017"
"958","Q Wunder","FAMILY",156,10000,"0","4+","Education",41465.92,3.8,4.1,"2018"
"959","DJMAX TECHNIKA Q - Music Game","GAME",6673.4316,100000,"0","4+","Music",41465.92,4.3,4,"2018"
"960","Q Quiz SK","FAMILY",159,5000,"0","4+","Education",39000,3.9,2.3,"2015"
"961","ROBLOX","FAMILY",6673.4316,396371.74,"0","9+","Adventure",41465.92,4.5,4.1,"2018"
"962","DataCamp - Learn R, Python & SQL","FAMILY",944,100000,"0","4+","Education",12000,4.4,4.1,"2018"
"963","Run R Script - Online Statistical Data Analysis","FAMILY",8,1000,"0","4+","Education",6200,3.9,2.2,"2018"
"964","R Programming Language","FAMILY",39,1000,"0","4+","Education",2900,3.8,4.2,"2017"
"965","R Programming","FAMILY",2,1000,"0","4+","Education",5900,4.4,4,"2017"
"966","R. Physics Puzzle Game","FAMILY",5369,396371.74,"0","4+","Puzzle",41465.92,4.2,4.3,"2018"
"967","R Instructor","FAMILY",135,1000,"1","4+","Education",4900,4.1,3,"2014"
"968","GT-R R35 Drift Simulator","FAMILY",1852,100000,"0","4+","Simulation",41465.92,4.4,2.3,"2017"
"969","Offroad Pickup Truck R","FAMILY",6367,396371.74,"0","4+","Simulation",41465.92,4.4,2.3,"2017"
"970","R Programming Tutorial","FAMILY",5,1000,"0","4+","Education",2800,5,4,"2017"
"971","Learn R Language Easy Way","FAMILY",17,10000,"0","4+","Education",2200,4.1,4,"2017"
"972","R-TYPE II","GAME",5682,50000,"1","4+","Arcade",37000,4.3,2.3,"2017"
"973","R Programming Solution","FAMILY",169,10000,"0","4+","Education",7700,3.9,4,"2016"
"974","Learn R - Programming Concepts","FAMILY",6,1000,"0","4+","Education",2900,3.5,4,"2017"
"975","Car Parking Nissan GT-R R35 Simulator","FAMILY",513,100000,"0","4+","Simulation",34000,3.2,4,"2017"
"976","Learn R Programming Free EBook","FAMILY",1,50,"0","4+","Education",5700,4.5,4,"2018"
"977","RMEduS - 음성인식을 활용한 R 프로그래밍 실습 시스템","FAMILY",4.00000000000023,1,"0","4+","Education",41465.92,4.1,4.4,"2018"
"978","R Programming Language (Paperset 2) MCQ Quiz","FAMILY",0,10,"0","4+","Education",3400,4.6,4,"2018"
"979","R-TYPE","GAME",6673.4316,100000,"1","4+","Arcade",23000,4.5,2.3,"2017"
"980","Day R Premium","FAMILY",6673.4316,100000,"1","12+","Role Playing",41465.92,4.8,4,"2018"
"981","Elemental Knights R Platinum","FAMILY",2925,50000,"1","12+","Role Playing",41465.92,3.8,4.1,"2018"
"982","Wonder5 Masters R","FAMILY",1655,100000,"0","4+","Role Playing",41465.92,4.1,4.3,"2018"
"983","R. Lee Ermey's Official Sound","FAMILY",1696,100000,"0","17+","Entertainment",2700,4.2,2.1,"2012"
"984","Tutorials for R Programming Offline","FAMILY",2,500,"0","4+","Education",4400,3.2,4,"2017"
"985","R Programming Language (Paperset 1) MCQ Quiz","FAMILY",1,10,"0","4+","Education",3400,4.6,4,"2018"
"986","Offroad Pickup Truck S","FAMILY",5178,396371.74,"0","4+","Simulation",20000,4.2,2.3,"2017"
"987","Stupid Zombies","GAME",6673.4316,396371.74,"0","12+","Arcade",33000,4.5,4.2,"2018"
"988","Five Nights at Freddy's 2 Demo","FAMILY",6673.4316,396371.74,"0","12+","Strategy",40000,4.3,2.3,"2014"
"989","Crime Wars S. Andreas","GAME",5785,396371.74,"0","12+","Racing",41465.92,4.3,2.3,"2017"
"990","City Taxi Driver sim 2016: Cab simulator Game-s","FAMILY",6673.4316,396371.74,"0","4+","Simulation",41465.92,4.1,4.1,"2018"
"991","Twitch: Livestream Multiplayer Games & Esports","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",1200,4.6,4,"2018"
"992","Dino T-Rex","GAME",6673.4316,396371.74,"0","4+","Arcade",2400,4,4.1,"2018"
"993","AT&T U-verse","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",41465.92,3.7,4.1,"2018"
"994","T Uploader","FAMILY",75,10000,"0","4+","Education",2200,4.1,4,"2017"
"995","DIRECTV Remote App","FAMILY",480,396371.74,"0","4+","Entertainment",19000,3,6,"2017"
"996","Showtime Anytime","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",13000,3.7,4,"2018"
"997","Don't Starve: Pocket Edition","GAME",6673.4316,100000,"1","12+","Adventure",7900,4.4,5,"2018"
"998","Please, Don't Touch Anything","FAMILY",1771,10000,"1","12+","Puzzle",41465.92,4.4,2.3,"2016"
"999","Please Don't Touch Anything 3D","FAMILY",146,5000,"1","12+","Puzzle",20000,4.2,4.4,"2016"
"1000","Don't Starve: Shipwrecked","GAME",1468,10000,"1","12+","Adventure",4900,4.1,5,"2018"
"1001","Ludo - Don't get angry","GAME",131,1000,"1","4+","Board",23000,4.2,2.3,"2016"
"1002","Jurassic Life: T Rex Simulator","FAMILY",1088,10000,"1","9+","Simulation",35000,4.2,2,"2014"
"1003","Hollywood U: Rising Stars","FAMILY",6673.4316,396371.74,"0","12+","Simulation",41465.92,4.2,4,"2017"
"1004","U-Dictionary: Best English Learning Dictionary","FAMILY",6673.4316,396371.74,"0","9+","Education",21000,4.5,4,"2018"
"1005","ENCHANT U","FAMILY",6673.4316,396371.74,"0","4+","Casual",11000,4.3,2.1,"2012"
"1006","Channel U","FAMILY",34,1000,"0","4+","Entertainment",14000,4.6,4.1,"2018"
"1007","Wii U Simulator","FAMILY",1178,100000,"0","9+","Simulation",38000,3.4,5,"2018"
"1008","DRC Sim - Wii U Gamepad","FAMILY",210,10000,"0","4+","Casual",4000,2.4,2.3,"2017"
"1009","Wi u Emulator","FAMILY",468,10000,"0","4+","Entertainment",7200,2.4,4.1,"2018"
"1010","U-Craft Mobile","FAMILY",6673.4316,100000,"0","4+","Strategy",30000,4.2,4,"2017"
"1011","U-Disco","FAMILY",906,100000,"0","4+","Entertainment",196,3.6,2.3,"2014"
"1012","SAY-U","FAMILY",1011,100000,"0","12+","Entertainment",12000,3.2,4.1,"2018"
"1013","U-48 Submarine Commander Free","GAME",4575,396371.74,"0","4+","Arcade",3800,3.5,4,"2017"
"1014","Pocket U ASW","FAMILY",93.0000000000002,10000,"0","4+","Education",28000,3.9,4.2,"2018"
"1015","V LIVE - Star Live App","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",41465.92,4.4,4.4,"2018"
"1016","Identity V","GAME",6673.4316,396371.74,"0","12+","Action",38000,4.2,4.1,"2018"
"1017","Grand Theft Auto V: The Manual","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",6900,4.1,3,"2018"
"1018","V for Voodoo","GAME",6673.4316,396371.74,"0","12+","Trivia",41465.92,4.2,6,"2018"
"1019","Sin City Crime Simulator V - Gangster","GAME",2113,100000,"0","9+","Action",41465.92,4.2,4,"2018"
"1020","The Gang Sniper V. Pocket Edition.","GAME",6121,396371.74,"0","17+","Action",41465.92,3.9,4.1,"2018"
"1021","Vimeo","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",3700,3.9,2.1,"2018"
"1022","Mod GTA V for MCPE","FAMILY",4288,396371.74,"0","4+","Entertainment",10000,3.3,4,"2018"
"1023","San Andreas: Gang Crime V","GAME",2399,100000,"0","17+","Action",41465.92,4.1,2.3,"2018"
"1024","The Grand Bike V","FAMILY",3478,396371.74,"0","4+","Simulation",41465.92,3.8,4.1,"2018"
"1025","FINAL FANTASY V","FAMILY",6673.4316,100000,"1","12+","Role Playing",4200,4.5,4,"2017"
"1026","Cheats for GTA V","FAMILY",450,100000,"0","4+","Entertainment",5900,4.2,4,"2018"
"1027","V for Vampire - Free","FAMILY",2772,396371.74,"0","12+","Puzzle",35000,4.3,2.1,"2014"
"1028","Get Free V-bucks_fortnite Hints","FAMILY",1997,5000,"0","4+","Entertainment",1800,4.7,4.4,"2018"
"1029","v-view","FAMILY",309,10000,"0","4+","Entertainment",19000,3.6,4.2,"2017"
"1030","Mental Hospital V","GAME",2460,50000,"1","17+","Action",25000,4.2,4.2,"2016"
"1031","Grand Stickman Cover V","GAME",1744,100000,"0","17+","Action",37000,4,4.1,"2018"
"1032","Cheat Codes for GTA V","FAMILY",589,100000,"0","17+","Entertainment",3600,4.3,4,"2017"
"1033","DRAGON QUEST V","FAMILY",1667,10000,"1","12+","Role Playing",17000,4.7,2.3,"2018"
"1034","Easy V-Bux free","FAMILY",856,5000,"0","4+","Entertainment",2900,4.6,2.1,"2018"
"1035","Words With Friends Classic","GAME",6673.4316,396371.74,"0","4+","Word",41465.92,4.3,4.1,"2018"
"1036","Fantasy Squad W","FAMILY",2142,50000,"0","9+","Role Playing",41465.92,4.3,4.1,"2018"
"1037","Draw Something Classic","GAME",6673.4316,396371.74,"0","4+","Word",41465.92,4.2,4.4,"2018"
"1038","Nose Doctor X: Booger Mania","FAMILY",6673.4316,396371.74,"0","4+","Casual",34000,3.2,4.1,"2016"
"1039","Extreme X Ray Robot Stunts","GAME",6673.4316,396371.74,"0","4+","Racing",41465.92,4.3,4,"2017"
"1040","Xray Scanner Prank","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",3700,3.3,2.3,"2016"
"1041","The X-Files: Deep State - Hidden Object Adventure","FAMILY",6673.4316,396371.74,"0","12+","Casual",41465.92,4.5,5,"2018"
"1042","Casino X - Free Online Slots","GAME",6673.4316,396371.74,"0","12+","Casino",6000,4.5,4,"2018"
"1043","X-WOLF","GAME",4878,100000,"0","9+","Adventure",27000,4.2,4.1,"2018"
"1044","X-Plane 10 Flight Simulator","FAMILY",6673.4316,396371.74,"0","4+","Simulation",11000,4.2,4.1,"2018"
"1045","Hero Fighter X","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.5,2.2,"2015"
"1046","Slendrina X","GAME",6673.4316,396371.74,"0","12+","Arcade",41465.92,4.4,4,"2017"
"1047","Flight Simulator X 2016 Free","FAMILY",6673.4316,396371.74,"0","4+","Simulation",19000,3.8,4,"2017"
"1048","Robocar X Ray","GAME",3432,396371.74,"0","17+","Action",41465.92,4.5,2.3,"2017"
"1049","Space X: Sky Wars of Air Force","GAME",6673.4316,396371.74,"0","4+","Arcade",41465.92,4.5,4.1,"2018"
"1050","X-ray scanner simulator","FAMILY",1616,396371.74,"0","4+","Casual",3000,2.7,2.1,"2017"
"1051","X Construction","FAMILY",6673.4316,100000,"1","4+","Puzzle",8500,4.5,2.3,"2015"
"1052","X-Wing Squadron Builder","FAMILY",5898,100000,"0","4+","Entertainment",41465.92,4.6,1.6,"2017"
"1053","YouTube TV - Watch & Record Live TV","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",17000,4.4,5,"2018"
"1054","JW Caleb y Sofia","FAMILY",5227,396371.74,"0","4+","Education",1900,4.6,4,"2015"
"1055","Boomerang Make and Race","FAMILY",6673.4316,396371.74,"0","4+","Racing",41465.92,4.4,4,"2018"
"1056","Talking Tom & Ben News","FAMILY",6673.4316,396371.74,"0","4+","Entertainment",41000,4.4,4.1,"2018"
"1057","Vegas Crime Simulator","FAMILY",6673.4316,396371.74,"0","12+","Simulation",41465.92,4.2,4.1,"2018"
"1058","PewDiePie's Tuber Simulator","FAMILY",6673.4316,396371.74,"0","12+","Casual",41465.92,4.8,4.1,"2018"
"1059","Real Gangster Crime","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.3,4,"2018"
"1060","PBS KIDS Video","FAMILY",6673.4316,396371.74,"0","4+","Education",41465.92,4.2,4,"2018"
"1061","YouTube Gaming","FAMILY",6673.4316,396371.74,"0","12+","Entertainment",41465.92,4.2,4.1,"2018"
"1062","Gangster Town","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.1,2.3,"2016"
"1063","Rope Hero 3","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.4,2.3,"2017"
"1064","yHomework - Math Solver","FAMILY",6673.4316,396371.74,"0","4+","Education",3000,4.2,4,"2016"
"1065","Z Origins - (Z The Game)","FAMILY",4421,50000,"1","12+","Strategy",37000,4.6,2.2,"2014"
"1066","Experiment Z - Zombie","GAME",6673.4316,396371.74,"0","17+","Action",41465.92,4,4.1,"2017"
"1067","War Z 2","FAMILY",6673.4316,396371.74,"0","12+","Strategy",41465.92,4.5,2.3,"2018"
"1068","Last Empire - War Z: Strategy","FAMILY",6673.4316,396371.74,"0","12+","Strategy",41465.92,4.2,4,"2018"
"1069","Z Day: Hearts of Heroes","FAMILY",5894,396371.74,"0","9+","Strategy",41465.92,3.9,4,"2018"
"1070","Z Champions","GAME",6673.4316,396371.74,"0","12+","Arcade",41465.92,4.7,4,"2018"
"1071","WithstandZ - Zombie Survival!","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.3,4,"2017"
"1072","Empire Z: Endless War","FAMILY",6673.4316,396371.74,"0","12+","Strategy",41465.92,4.2,4,"2018"
"1073","Zombie War Z : Hero Survival Rules","GAME",1987,100000,"0","17+","Action",41465.92,3.9,4,"2017"
"1074","DRAGON BALL Z DOKKAN BATTLE","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.1,4,"2018"
"1075","Cube Z (Pixel Zombies)","GAME",6673.4316,396371.74,"0","12+","Action",41465.92,4.2,4,"2016"
"1076","Z War-Zombie Modern Combat","FAMILY",6673.4316,396371.74,"0","12+","Strategy",41465.92,4.2,4.1,"2018"
"1077","GALAK-Z: Variant Mobile","GAME",145,10000,"0","4+","Action",41465.92,3.9,4.4,"2018"
